,id,popularity,explicit,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,genre
931,2AtshmTKGwbtCybUmYxB4u,52,False,168146,0.637,0.927,0,-4.771,1,0.212,0.0293,0.000564,0.408,0.504,179.905,4,['k-pop girl group']
932,1XjipVUiZ6PAAWYbUuSQnS,56,False,202010,0.599,0.943,0,-1.457,1,0.0894,0.177,2.6e-05,0.141,0.84,174.059,4,"['k-pop', 'k-pop girl group']"
933,296nXCOv97WJNRWzIBQnoj,83,False,168437,0.863,0.62,7,-7.167,1,0.135,0.0508,0.00324,0.129,0.432,103.971,4,['k-pop']
934,7uQZVznj0uQOGC9KhV2Mg6,74,False,200689,0.806,0.653,8,-6.283,1,0.0902,0.0282,0.000784,0.107,0.85,150.058,4,['k-pop']
935,4Dvkj6JhhA12EX05fT7y2e,93,False,167303,0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,4,['pop']
936,1XVQu6SXMMEJ3nc9BOGhgk,63,False,168852,0.797,0.543,1,-5.654,1,0.0301,0.111,0.0,0.08,0.879,101.498,4,"['asian american hip hop', 'pop']"
938,5H3TCfiw0CQTX1XU7A9TXM,76,False,199681,0.518,0.655,8,-6.255,1,0.0826,0.381,0.0,0.271,0.29,156.992,4,"['alt z', 'electropop', 'pop']"
940,1qE8DOtw7zdXHMgZm20eLM,62,False,198053,0.808,0.903,9,-2.179,1,0.0729,0.0899,0.0,0.0816,0.922,120.044,4,"['k-pop', 'k-pop girl group']"
941,3Z39gbqdaGL3WJXBG0gcuE,72,False,194973,0.606,0.819,9,-4.804,1,0.049,0.00298,0.0,0.0702,0.744,75.006,4,"['bedroom pop', 'pop']"
942,1iNvVaWmlKJns2LNTXN39Q,63,False,147400,0.744,0.897,7,-0.341,1,0.0862,0.103,3.11e-06,0.146,0.615,106.009,4,['k-pop girl group']
943,1HYzRuWjmS9LXCkdVHi25K,73,False,192441,0.558,0.526,0,-4.686,0,0.033,0.431,0.0,0.126,0.202,124.709,4,['k-pop']
944,7GARzfC1mwhDuk4t9WOACq,75,False,180022,0.783,0.722,2,-4.864,1,0.0357,0.00537,0.00209,0.105,0.306,97.031,4,"['k-pop', 'k-rap']"
945,7aLT0tLcS40Penaplqu2cZ,67,False,214906,0.62,0.705,1,-5.335,1,0.0989,0.0323,0.0,0.092,0.844,109.974,4,"['dance pop', 'pop']"
946,68kHuoBxtNcWZWxBu1V007,65,False,169560,0.847,0.791,0,-4.258,1,0.039,0.13,0.0,0.205,0.879,109.968,4,"['k-pop', 'k-pop boy group']"
947,4lpvCG7eNzHAXwvMxWUNjz,68,False,185106,0.721,0.617,4,-6.178,0,0.0386,0.507,0.0,0.252,0.902,148.032,4,['k-rap']
948,3isW89jO5h49OoCHpqediW,49,False,206868,0.743,0.758,7,-4.177,1,0.0521,0.132,0.0,0.116,0.652,109.991,4,['k-pop girl group']
949,56sdcbPR74RxqmKVbQzJ8s,67,False,228759,0.749,0.961,8,-6.518,0,0.0874,0.00512,0.0,0.175,0.859,116.037,4,"['k-pop', 'k-rap']"
950,7AqScxClmkJdqHZjWSkKH8,48,False,185533,0.725,0.579,7,-5.034,0,0.0328,0.453,0.0,0.124,0.532,129.917,4,[]
953,2u2QmdOex0MnbWuHmC7jcD,53,False,203800,0.777,0.689,11,-5.291,1,0.0785,0.656,0.0,0.062,0.873,150.036,4,[]
955,2A7A3KF4NHFjW3ygFSt7In,62,False,111386,0.785,0.672,8,-4.379,1,0.0306,0.119,0.0,0.0554,0.754,114.996,4,"['anime', 'k-pop boy group']"
957,7n2HVHWqFsyAOs5HqmE1Dl,59,False,194699,0.695,0.832,9,-3.455,0,0.0288,0.000371,0.000483,0.469,0.249,111.997,4,"['k-pop', 'k-pop girl group']"
958,4eqHEzFsCCiGALC1MHbqnU,67,False,260433,0.656,0.798,0,-6.608,1,0.103,0.00862,0.0,0.321,0.573,92.031,4,"['k-pop', 'k-pop boy group']"
959,7fiiia7w18MLmPBcjmxeFJ,51,False,189378,0.613,0.899,10,-2.632,0,0.0825,0.0708,0.0,0.128,0.702,124.09,4,"['k-pop', 'k-pop boy group']"
960,6mQLN3zRtAp6ovjusyYKrV,75,False,218293,0.67,0.743,10,-4.993,1,0.0393,0.237,0.0,0.465,0.571,125.944,4,"['pop', 'talent show', 'uk pop']"
961,5CRVwXGikmqzoRO6q7FeAg,72,False,230320,0.565,0.245,5,-9.132,1,0.0262,0.781,0.0,0.0998,0.307,75.055,4,"['boy band', 'pop', 'post-teen pop', 'talent show']"
962,1xZyqMoN55Rd5WD8cHSva8,53,False,195133,0.571,0.761,0,-4.748,1,0.143,0.398,1.08e-05,0.127,0.217,129.889,4,"['alt z', 'indie pop', 'pop', 'uk pop']"
963,2wg4TZ4WENyLGhOoQncz6r,52,False,235093,0.682,0.802,8,-2.803,1,0.0422,0.065,0.0,0.107,0.411,116.972,4,"['dance pop', 'electropop', 'pop', 'post-teen pop', 'talent show', 'uk pop']"
964,6nCDnzErqalOaIY3EJM8NK,61,False,220626,0.825,0.832,5,-5.853,0,0.0403,0.00587,0.000789,0.114,0.713,122.021,4,"['art pop', 'dance pop', 'pop']"
965,1x80xTzSL7pok3M5JC3oJz,63,False,250706,0.439,0.489,8,-6.286,1,0.0368,0.132,0.000643,0.114,0.253,143.808,4,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'uk pop', 'viral pop']"
966,5WkCcSa78lM1Ym4LXzJUiN,72,True,208510,0.606,0.196,1,-11.652,1,0.0553,0.908,0.0,0.348,0.391,100.873,4,"['indonesian r&b', 'pop']"
969,7l9IqDtVWJurTvkQHq1BGh,76,False,207120,0.602,0.626,2,-5.323,0,0.0396,0.0129,9.02e-06,0.144,0.619,160.118,4,"['pop', 'uk pop']"
970,09IStsImFySgyp0pIQdqAc,80,False,184732,0.753,0.657,7,-3.061,1,0.0449,0.171,0.0,0.112,0.437,107.01,4,"['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'pop dance', 'pop rap', 'tropical house', 'uk pop']"
972,2EA3zDCZYf3pKCCaOSP95r,33,False,193058,0.69,0.578,6,-7.436,1,0.0929,0.167,0.0,0.305,0.416,99.961,4,"['art pop', 'metropopolis', 'nz pop', 'pop', 'yakut pop']"
973,5Gu0PDLN4YJeW75PpBSg9p,77,False,174800,0.664,0.708,8,-4.154,1,0.0474,0.0337,0.0,0.0841,0.742,103.07,4,"['dance pop', 'pop', 'post-teen pop', 'uk pop']"
974,3fVnlF4pGqWI9flVENcT28,80,False,220440,0.553,0.664,8,-7.417,1,0.0741,0.0709,0.0056,0.106,0.467,140.06,4,['pop']
975,3AMQKTsIR0ukMOXvPkwaKz,65,True,242733,0.449,0.39,2,-8.263,1,0.0363,0.256,0.0,0.147,0.123,130.11,4,"['pop', 'post-teen pop']"
976,2NcQic8JxdjAlAHuNbOIRE,82,False,140241,0.721,0.479,9,-9.669,1,0.226,0.321,0.00156,0.182,0.902,164.948,3,['pop']
977,1EtU16em39vcCVMx2mGpHq,30,False,171413,0.813,0.872,9,-5.224,1,0.107,0.00621,0.0,0.0498,0.736,103.016,4,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show', 'uk pop']"
978,6yOxL1xfPkv9Z9zvpNrMDU,63,True,182658,0.806,0.567,11,-5.656,0,0.0425,0.00438,0.0,0.0427,0.644,120.02,4,"['hopebeat', 'indie poptimism', 'modern rock', 'neo mellow', 'pop', 'pop rock']"
979,4PCsSHOvnIXh2TBdEzb0pr,47,False,202800,0.47,0.148,2,-11.915,1,0.0459,0.927,0.0,0.0989,0.273,94.585,4,"['boston folk', 'indie pop', 'pop']"
980,4d1CG5ei1E2vGbvmgf5KKv,78,False,250100,0.47,0.494,4,-8.672,1,0.0349,0.302,0.0,0.0672,0.0524,144.039,4,['pop']
981,6Jkm5kUldvIqxzI1Pa7nXH,81,True,157138,0.544,0.786,8,-2.97,1,0.0501,0.00991,0.0,0.169,0.446,153.967,4,"['alt z', 'pop', 'uk pop']"
982,20JlaQj9irFjFb8X0SKKS7,67,False,263720,0.542,0.392,1,-8.135,1,0.0355,0.605,0.0,0.0798,0.185,140.006,4,['opm']
983,209DMKJgqiJwjvFCCEW3N6,68,False,144875,0.604,0.671,4,-6.319,0,0.0617,0.117,0.0,0.483,0.38,110.343,4,"['alt z', 'electropop', 'pop', 'social media pop']"
984,02XnQdf7sipaKBBHixz3Zp,74,False,208306,0.762,0.692,5,-3.973,0,0.0438,0.113,0.0,0.094,0.397,114.906,4,"['art pop', 'dance pop', 'pop']"
985,563SfWAHJs4FBZMkRN0IFN,73,False,223078,0.688,0.533,6,-8.363,0,0.0865,0.0355,3.48e-06,0.172,0.567,164.069,4,"['british soul', 'pop', 'pop soul', 'uk pop']"
986,4Sk74gcXTe9dnE1HU5Pn1y,63,True,180488,0.722,0.596,5,-5.072,1,0.185,0.414,9.2e-06,0.133,0.903,94.512,3,"['alt z', 'indie pop', 'pop', 'uk pop']"
987,77MrX98hyOXLSs3dIfmOYk,64,False,187026,0.802,0.547,8,-7.034,1,0.0518,0.205,0.0,0.109,0.922,109.966,4,"['dance pop', 'electropop', 'pop']"
988,6HdmuUpOb8dBBwwPCPktCW,50,False,199537,0.805,0.533,9,-5.658,1,0.0362,0.0276,0.0578,0.203,0.547,132.979,4,['deep uplifting trance']
989,2nMeu6UenVvwUktBCpLMK9,83,False,236053,0.324,0.416,11,-8.92,0,0.0368,0.262,3.69e-05,0.11,0.151,113.986,4,"['art pop', 'pop']"
990,1p5gzYf7zbCuB639GrPhAx,65,False,112000,0.452,0.533,3,-12.035,1,0.0403,0.0105,0.971,0.358,0.0679,135.004,4,[]
991,7t0OaHwReZjPuEBImsRwvX,65,True,113186,0.88,0.712,7,-4.27,1,0.0795,0.145,0.936,0.162,0.615,131.983,4,['drift phonk']
992,6rkmQku6PiCQ1ULmcAI7z6,47,True,166035,0.544,0.802,5,-2.599,1,0.401,0.0166,0.0223,0.34,0.903,170.006,4,['drift phonk']
993,5Snu26SHYdzUxXpJ2hfyJc,46,True,181069,0.582,0.824,10,-8.174,0,0.171,0.00048,0.000248,0.126,0.372,128.065,4,['drift phonk']
994,6rDjt5uh8wte2GzZHQxVzT,56,True,169248,0.412,0.568,6,-7.032,0,0.045,0.0218,0.833,0.101,0.207,158.091,4,['drift phonk']
995,2eXBjkt4NlEI9430egVp1W,67,False,152280,0.768,0.935,6,-3.171,0,0.0391,0.00432,0.0104,0.111,0.355,125.011,4,['brazilian edm']
997,4QQyXwqvTF9oByQlSmWhCc,67,True,144135,0.646,0.708,3,-5.875,0,0.065,0.0145,0.781,0.35,0.382,128.011,4,['traprun']
998,0Fi0uN7plmSX1xxsvUtZc3,42,False,244528,0.751,0.398,2,-11.185,1,0.098,0.454,0.513,0.215,0.122,86.117,4,['drift phonk']
999,3dGllqDts4DeytZEmAEQ8w,53,True,92689,0.76,0.866,9,-6.34,1,0.0458,0.0862,0.653,0.189,0.832,145.004,4,['drift phonk']
1000,3eZZG8SVJEsQmX6HwQt1JQ,47,True,149046,0.736,0.398,0,-9.919,1,0.0961,0.001,0.0154,0.497,0.573,118.018,3,[]
1002,3qVSfd3Z2fmJKfHZeOweyQ,66,True,120000,0.6,0.973,11,-0.479,0,0.0746,0.00199,0.307,0.114,0.621,120.046,4,[]
1004,49Wz3Sh2gKHwYMZoPWGg3b,40,True,188384,0.814,0.802,1,-2.748,1,0.0433,0.491,0.0,0.11,0.495,129.985,4,['dark trap']
1006,6KY3lpaxiNKaZwDJGix41g,66,True,91943,0.736,0.988,1,-3.333,1,0.0531,0.000777,0.509,0.0993,0.508,131.972,4,['drift phonk']
1007,1sRqm1JxQL88mrHhMLpQ5y,65,True,108013,0.725,0.672,2,-8.141,1,0.277,0.000228,0.0013,0.194,0.696,157.965,4,"['aesthetic rap', 'phonk', 'underground hip hop']"
1008,6ljsBxBrCZOpZh9cJMMdRp,57,True,140048,0.696,0.962,9,-5.207,1,0.0826,0.213,0.0,0.0771,0.0509,109.992,4,"['aesthetic rap', 'dark trap']"
1011,3Y2g4tl0m1YVmNN14Cnnin,33,True,142400,0.601,0.732,2,-7.254,1,0.0331,0.0569,0.0074,0.0924,0.239,150.053,4,[]
1012,0BRLvFJrfzsQ8oNxnUuqh0,29,True,200015,0.748,0.737,8,-7.26,1,0.0411,0.0292,0.711,0.11,0.356,120.003,4,['drift phonk']
1013,1HR0lYFetVM22vVwRETZiF,64,True,135937,0.954,0.92,1,-3.063,1,0.0415,0.0567,0.284,0.114,0.232,127.948,4,"['drift phonk', 'edm', 'filthstep', 'gaming edm']"
1015,4sGPzDEbvgrtBePr2cPWiv,70,False,290571,0.567,0.534,7,-10.898,0,0.0334,0.00113,0.307,0.108,0.0367,139.977,4,[]
1016,512GmOfa7bOg5IJcrVHMdy,74,True,151135,0.812,0.504,7,-6.512,1,0.388,0.00434,0.0151,0.717,0.701,114.995,4,['drift phonk']
1017,0G17UriYHMjXnZE2OJJSMR,78,False,138857,0.74,0.934,10,-8.178,1,0.0384,0.063,0.831,0.198,0.261,119.693,4,[]
1018,5kehAFL1FG7qRYOjZfp7hz,36,False,130666,0.535,0.615,11,-8.216,1,0.145,0.00701,0.219,0.304,0.316,179.994,4,['drift phonk']
1020,0JQHGu03YJikcND4SENdiW,53,False,209105,0.71,0.82,3,-4.362,0,0.0836,0.00962,0.0,0.0871,0.746,112.005,4,"['k-pop', 'k-pop boy group']"
1024,6jjYDGxVJsWS0a5wlVF5vS,84,False,164952,0.759,0.459,8,-5.187,1,0.0948,0.00323,0.0,0.0788,0.695,109.997,4,"['k-pop', 'k-pop boy group']"
1025,1wQfFXIq26XtDbZETxHbsx,53,False,191142,0.8,0.904,2,-2.821,1,0.0845,0.0328,3.17e-05,0.182,0.806,124.979,4,['k-pop girl group']
1026,5Ek40FyMPprcvtyZDjqylX,60,False,208238,0.573,0.91,8,-1.578,1,0.064,0.0846,0.0,0.266,0.602,169.982,4,"['k-pop', 'k-pop girl group']"
1027,6L2uVVPJA9WcDc7zCZ4DHN,70,False,197786,0.783,0.63,7,-4.985,1,0.044,0.211,0.0,0.3,0.822,106.053,4,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show', 'uk pop']"
1028,7xu4eZbetgidyJmoZbwPsk,28,False,199133,0.61,0.905,9,-3.686,0,0.0369,0.0142,0.0,0.0592,0.521,122.012,4,['k-pop']
1031,68HocO7fx9z0MgDU0ZPHro,81,False,215686,0.628,0.676,6,-4.227,1,0.0424,0.393,6.94e-05,0.0978,0.723,78.996,4,"['indonesian r&b', 'pop']"
1032,0sq2QUCf3ykmfYxjCDWcir,64,False,189146,0.633,0.706,10,-5.137,0,0.0627,0.000588,0.0794,0.245,0.399,128.185,4,"['k-pop', 'k-pop girl group']"
1033,2vwzbB62VEfzCARNu9Nrrm,57,False,259661,0.638,0.868,0,-5.701,0,0.0292,0.0112,0.0,0.342,0.824,130.046,4,"['j-pop', 'japanese teen pop']"
1034,2FymmKBuog0loCuNXMwQID,70,False,186760,0.668,0.705,9,-5.731,0,0.0356,0.0274,0.0,0.215,0.549,129.984,4,"['k-pop', 'k-pop boy group']"
1035,7JPAO45DZOmN2bciVaBia5,59,False,312826,0.627,0.884,7,-4.619,1,0.0484,0.0116,0.0,0.103,0.456,130.061,4,"['anime', 'anime rock', 'honeyworks', 'j-division', 'j-pop', 'j-poprock']"
1036,4QqROKO0RtV5CvxE7g90uw,64,False,210893,0.706,0.692,1,-4.084,0,0.0483,0.338,0.0,0.113,0.526,136.078,4,['k-pop']
1037,4Ve8XzRxQcAMyFWgqITHFk,48,False,203426,0.762,0.77,2,-3.154,1,0.0639,0.155,0.0,0.0861,0.587,103.029,4,"['k-pop', 'k-pop boy group']"
1038,5dF22XUGeNAR3GBhMgshgp,54,False,220795,0.647,0.921,5,-4.078,1,0.0561,0.14,1.11e-06,0.379,0.774,114.991,4,['korean city pop']
1039,3brfhVrVESFlfqE1IdlFdp,57,False,204079,0.602,0.565,11,-6.498,1,0.0498,0.329,0.0,0.0622,0.609,208.038,4,"['dance pop', 'pop', 'viral pop']"
1041,2bZIDMpzVooosmPHn0tHnd,71,False,191695,0.605,0.805,6,-3.212,1,0.0641,0.313,0.0,0.659,0.738,148.298,4,"['k-pop', 'k-pop girl group']"
1042,2EJbMzocEZ6VHnZKQ8pt8H,57,False,195880,0.794,0.756,4,-3.528,0,0.0402,0.0361,0.000351,0.253,0.518,109.971,4,"['k-pop', 'k-pop girl group']"
1043,3qGHAKgjQruzj6doKkyEb5,64,True,232933,0.504,0.711,9,-5.864,1,0.0452,0.0585,1.83e-05,0.382,0.5,134.824,4,"['art pop', 'candy pop', 'dance pop', 'electropop', 'metropopolis', 'pop', 'post-teen pop', 'uk pop']"
1045,3witRpHWHqArlnt6GTlH2Y,65,False,209642,0.435,0.338,6,-9.109,1,0.066,0.853,0.0,0.412,0.354,179.727,4,"['asian american hip hop', 'pop']"
1046,51XWwKV6VHCuFftFQLp4iA,57,False,190613,0.687,0.727,6,-6.242,1,0.195,0.127,0.0,0.169,0.769,92.045,4,"['k-pop', 'k-pop girl group']"
1047,4OelNEcxPGoCOU29fchcsv,73,False,191439,0.794,0.877,9,-3.608,0,0.0827,0.0482,1.99e-06,0.241,0.506,119.013,4,[]
1050,51oc6MEsXTpnPn6GOw5VuP,73,False,231882,0.746,0.764,2,-6.833,1,0.0462,0.00803,0.0,0.357,0.701,116.982,4,['japanese teen pop']
1053,0WdR2AyLW1Drd3OUdwezM0,72,True,172106,0.71,0.614,10,-6.757,0,0.0431,0.186,0.0,0.0974,0.658,148.152,4,"['dance pop', 'pop']"
1056,6e2YNCn1sP5eqnUe17vtxv,69,False,133133,0.82,0.611,9,-5.02,0,0.122,0.0766,2.5e-05,0.0684,0.637,127.883,4,"['modern indie pop', 'viral rap']"
1057,5VXSt0cvi5wtJTox0wKI4x,63,False,147240,0.852,0.749,2,-6.218,1,0.0488,0.0177,0.000133,0.0695,0.386,103.06,4,['k-pop']
1059,6LnEoRQKMcaFTR5UvaKuBy,75,False,180360,0.621,0.816,11,-5.242,1,0.104,0.0966,0.0,0.134,0.694,163.966,4,"['k-pop', 'k-pop boy group']"
1060,3nY2X9xh3FmqulGyEiYuCe,43,False,187573,0.843,0.794,8,-3.013,1,0.147,0.0668,0.000223,0.104,0.319,160.001,4,"['k-pop', 'k-pop boy group']"
1063,2JV5OBqTMW1F6PYOGZJatP,68,False,200914,0.608,0.939,11,-4.723,0,0.0579,0.0116,0.0398,0.0656,0.403,175.028,4,['k-pop girl group']
1064,6mIjJONoUMvGPT9Kzrab3L,68,False,210893,0.477,0.85,3,-1.486,0,0.0911,0.00108,0.0,0.0675,0.601,163.845,4,"['k-pop', 'k-pop girl group']"
1065,5rZkRaL4AjykFgw49KULyo,65,False,208040,0.821,0.769,6,-5.379,0,0.0967,0.174,0.00105,0.0842,0.661,148.017,4,['korean r&b']
1066,0q6boCcLaWYPIy2vOsksFg,61,False,197616,0.782,0.808,0,-3.139,1,0.0362,0.0159,4.33e-05,0.331,0.42,120.021,4,"['k-pop', 'k-pop girl group']"
1068,5elW2CKSoqjYoJ32AGDxf1,79,False,184601,0.738,0.67,7,-3.766,0,0.0439,0.458,0.0,0.361,0.651,138.055,4,"['anime', 'k-pop boy group']"
1070,5Odq8ohlgIbQKMZivbWkEo,73,False,154486,0.881,0.592,2,-4.898,1,0.0324,0.619,1.32e-05,0.0901,0.719,101.058,4,"['dance pop', 'pop', 'viral pop']"
1072,0ZsRFf3jsn4MvGHUoIcKLy,49,False,225733,0.632,0.806,4,-4.317,1,0.0417,0.0346,2.87e-06,0.116,0.394,140.005,4,"['k-pop', 'k-pop girl group']"
1073,2IgbYlOlFpiSFYnsqB39lM,68,False,201510,0.597,0.486,8,-5.893,1,0.0986,0.331,0.0,0.14,0.397,137.68,4,['korean r&b']
1074,4D5Ode2OfZMxIwQyvmhUe8,60,False,189846,0.791,0.789,11,-4.694,0,0.104,0.0114,0.0,0.301,0.669,112.11,4,"['k-pop', 'k-pop girl group']"
1075,5mr1d04qe0s5ux5fQQcH2p,62,False,181466,0.734,0.586,1,-7.135,1,0.143,0.0938,0.0,0.281,0.606,76.011,4,"['k-pop', 'k-pop girl group']"
1076,27zrFrtUtWl2urlvjOn5xc,69,False,218897,0.696,0.778,1,-4.653,0,0.0585,0.352,0.0,0.329,0.41,94.996,4,"['k-pop', 'korean r&b']"
1077,5kFakScPV7ZWXStUSvQmxA,53,False,193328,0.819,0.837,1,-3.246,0,0.0908,0.168,0.0,0.0842,0.67,110.045,4,['k-pop']
1079,06EMBzxDm2hueehobAlMtm,63,False,249241,0.388,0.323,5,-7.158,1,0.0348,0.851,2.03e-06,0.143,0.232,118.885,4,['k-pop']
1080,0nWhWuaLLCcJS0D19np9Cb,56,False,208090,0.569,0.538,2,-9.003,1,0.0323,0.593,0.0,0.23,0.552,104.05,4,"['alt z', 'gen z singer-songwriter', 'indie pop', 'modern indie pop', 'pop']"
1081,7t8gECN38uQB0zZcWLw4rr,39,False,162800,0.491,0.261,2,-16.03,1,0.0893,0.93,0.523,0.1,0.232,140.182,3,['pop']
1082,7zwn1eykZtZ5LODrf7c0tS,83,False,153000,0.551,0.881,7,-6.099,0,0.0542,0.186,0.0791,0.152,0.387,88.036,4,"['modern alternative rock', 'modern rock', 'pop', 'shimmer pop']"
1083,1FHCU1rDAeaPsBW9byjJ0Q,64,False,246280,0.503,0.357,3,-9.36,1,0.0272,0.727,0.0,0.128,0.438,136.135,4,['acoustic opm']
1084,1qrpoAMXodY6895hGKoUpA,80,False,231124,0.632,0.773,6,-4.856,1,0.0346,0.0623,0.0,0.0885,0.474,130.033,4,['pop']
1085,18UsAG7SfOQ5sxJEdjAMH0,73,False,256688,0.572,0.155,6,-14.405,1,0.0344,0.835,0.000137,0.0906,0.0949,109.923,3,"['modern alternative rock', 'modern rock', 'pop', 'rock']"
1086,14kYOiFVPb7E7NfFbqhdln,71,True,189506,0.708,0.454,1,-7.07,1,0.0395,0.0217,0.0,0.073,0.24,110.963,4,"['dance pop', 'pop']"
1087,6VhuP99TE6gYNQRJIlAWFD,81,False,176666,0.346,0.5,10,-6.097,1,0.0388,0.757,0.0,0.189,0.191,202.466,3,"['gen z singer-songwriter', 'pop']"
1088,6MpCaSIOfqBqbMED4kXgNY,82,False,136562,0.528,0.797,4,-7.487,1,0.0485,0.000391,0.011,0.14,0.751,143.785,4,"['bubblegrunge', 'chicago indie', 'indie pop', 'indie rock']"
1089,5ZuqV8q0TgfCGluxgPEkNT,65,False,336000,0.373,0.315,1,-8.908,1,0.0341,0.622,9.38e-06,0.0903,0.0647,94.573,4,"['indonesian r&b', 'pop']"
1090,3X9c4tBzSdGhlO4Fx3WYgW,65,False,171527,0.386,0.657,7,-5.125,1,0.0316,0.292,1.05e-05,0.393,0.401,179.998,4,['opm']
1091,7AdGloF1UHKe1vAZPbqIXH,67,False,222025,0.382,0.37,0,-8.475,1,0.0785,0.605,0.0,0.102,0.556,181.459,3,"['k-pop', 'k-pop girl group']"
1092,1ei3hzQmrgealgRKFxIcWn,86,False,216410,0.362,0.54,10,-6.031,1,0.0528,0.338,0.0,0.139,0.3,78.007,3,"['pop', 'uk pop']"
1093,1QNqrsNQ1JVLEwncov3lEY,72,True,230733,0.457,0.823,9,-4.76,1,0.311,0.00144,0.0,0.108,0.578,192.205,4,"['dance pop', 'pop']"
1094,5o5akY9xnEk6lpMkD8RwD9,76,True,241893,0.686,0.794,7,-6.136,0,0.0385,0.27,2.25e-05,0.125,0.532,140.952,3,"['alt z', 'electropop', 'pop']"
1095,7z04NIE3gIdxdnRQHJkuxw,58,False,188017,0.773,0.49,8,-7.291,1,0.0435,0.6,0.0,0.123,0.531,107.878,4,['alt z']
1096,0KqlLyIGuBZWqzNwP9rypc,65,False,203546,0.538,0.819,4,-2.662,1,0.0435,0.0445,0.0,0.215,0.478,82.085,4,"['boy band', 'pop', 'post-teen pop', 'talent show']"
1097,55mh9j2aB7xZ1Oh463gK8k,61,False,217173,0.519,0.917,11,-3.185,0,0.0887,0.0167,2.06e-05,0.359,0.652,145.882,4,['pop']
1098,3XWkg2bxaX2ryyCdpMME9I,45,False,212266,0.578,0.504,2,-7.023,1,0.0288,0.629,0.000414,0.183,0.417,122.856,4,"['alt z', 'canadian contemporary r&b', 'canadian pop', 'pop']"
1101,32BeYxKPrig1LefHsC0Xuo,82,True,151444,0.334,0.599,0,-5.742,1,0.0365,0.0468,0.000392,0.205,0.127,161.74,3,"['art pop', 'electropop', 'pop']"
1103,4sxssJY6nbqDHnsgZPkRZW,61,False,219453,0.599,0.866,10,-2.808,1,0.0629,0.359,0.0,0.107,0.391,147.934,4,"['alt z', 'canadian contemporary r&b', 'canadian pop', 'pop']"
1105,46LAHXpuIUZ5kR7AyQ1qmd,66,True,217040,0.516,0.323,2,-9.688,1,0.0716,0.489,4.82e-06,0.189,0.386,159.861,3,"['electropop', 'pop']"
1106,73jVPicY2G9YHmzgjk69ae,72,False,254509,0.621,0.692,4,-6.858,1,0.0291,0.000363,1.75e-05,0.335,0.381,99.806,4,"['modern alternative rock', 'modern rock', 'pop', 'rock']"
1107,0oKCOb4l4P8B8dvGIksZE6,63,False,262623,0.597,0.498,8,-9.169,1,0.0304,0.0865,0.0,0.119,0.254,121.755,4,"['australian pop', 'dance pop', 'pop', 'viral pop']"
1108,3U1TuSqHIubBA10cVP7Sk6,71,True,202666,0.632,0.638,7,-6.731,1,0.0505,0.137,0.0,0.125,0.574,121.868,3,"['hip pop', 'miami hip hop']"
1109,6Alp15t6urC4opjJiyOqZu,69,True,149890,0.721,0.457,0,-6.916,1,0.159,0.308,0.0,0.258,0.63,129.98,4,"['alt z', 'dance pop', 'pop', 'post-teen pop', 'uk pop']"
1111,5qHKarve6fmTZZ2r2SwTgT,46,False,206448,0.759,0.771,7,-6.421,1,0.0512,0.264,0.000213,0.0397,0.71,107.028,4,['k-indie']
1112,5btJjUxmhPK1cwdw0mnhRD,66,False,185000,0.519,0.726,11,-2.874,1,0.0446,0.518,0.0,0.116,0.453,171.97,4,['k-pop girl group']
1113,0UzymivvUH5s8z4PeWZJaK,78,False,172106,0.6,0.713,6,-5.079,0,0.0592,0.0642,0.0,0.142,0.471,72.999,4,"['anime', 'k-pop boy group']"
1114,0P2LW3jbuJLpH2mwg0lLzn,59,False,207400,0.784,0.812,1,-2.166,1,0.0981,0.0225,0.0,0.315,0.774,103.0,4,[]
1115,2uw2ftfyS4yJLWiTtbxasE,73,False,194440,0.767,0.809,5,-3.734,0,0.0958,0.0337,0.0,0.0353,0.69,97.958,4,"['k-pop', 'k-pop boy group']"
1116,6Ar5FfZTL8l5Bciwk3VQS2,39,False,205431,0.687,0.903,7,-3.621,1,0.0685,0.125,0.0,0.184,0.459,139.968,4,['k-pop']
1117,707ixRaLzTY4uVt10dVEjw,25,False,204200,0.493,0.697,8,-5.089,1,0.0442,0.125,0.0,0.393,0.324,139.84,4,"['k-pop', 'k-pop boy group']"
1118,3JBnDOUd18QKjDqSYuOfpm,65,False,222415,0.718,0.476,4,-9.205,1,0.139,0.422,0.0,0.0876,0.448,48.973,4,"['k-pop', 'korean pop']"
1119,3n2FfnO1tjMxyWHofqKX7S,54,False,185213,0.731,0.502,2,-5.843,1,0.0496,0.735,0.0,0.337,0.321,120.089,3,"['k-pop', 'korean ost']"
1120,1PPxqlqzSl9af2NEQsZZzt,51,False,208573,0.71,0.855,8,-3.12,1,0.324,0.229,0.0,0.0857,0.608,142.015,4,"['k-pop', 'k-pop boy group']"
